iata,lon,iso,status,name,continent,type,lat,size
WNS,68.39222,PK,1,Nawabshah Airport,AS,airport,26.219444,medium
NHS,66,PK,1,Nushki Airport,AS,airport,29.583332,small
ORW,64.583336,PK,1,Ormara Airport,AS,airport,25.3,small
PAJ,70.1,PK,1,Parachinar Airport,AS,airport,33.9,small
PJG,64.1,PK,1,Panjgur Airport,AS,airport,26.966667,medium
PSI,63.36111,PK,1,Pasni Airport,AS,airport,25.3,medium
PEW,71.51925,PK,1,Peshawar International Airport,AS,airport,33.989082,medium
UET,66.949036,PK,1,Quetta International Airport,AS,airport,30.249266,medium
RYK,70.28662,PK,1,Shaikh Zaid Airport,AS,airport,28.39178,medium
ISB,73.1051,PK,1,Benazir Bhutto International Airport,AS,airport,33.609707,large
RAZ,73.833336,PK,1,Rawalakot Airport,AS,airport,33.841667,medium
SBQ,67.88333,PK,1,Sibi Airport,AS,airport,29.55,small
KDU,75.53862,PK,1,Skardu Airport,AS,airport,35.333008,medium
SKZ,68.7958,PK,1,Sukkur Airport,AS,airport,27.72336,medium
SYW,67.85,PK,1,Sehwan Sharif Airport,AS,airport,26.416668,medium
SGI,72.67117,PK,1,Mushaf Air Base,AS,airport,32.046844,medium
SDT,72.35,PK,1,Saidu Sharif Airport,AS,airport,34.75,medium
SKT,74.5,PK,1,Sialkot Airport,AS,airport,32.533333,small
SUL,69.1725,PK,1,Sui Airport,AS,airport,28.64889,medium
SWN,73.13333,PK,1,Sahiwal Airport,AS,airport,30.75,small
TLB,72.816666,PK,1,Tarbela Dam Airport,AS,airport,34.13333,small
BDN,68.9,PK,1,Talhar Airport,AS,airport,24.633333,small
TFT,61.36667,PK,1,Taftan Airport,AS,airport,28.583332,small
TUK,63.066666,PK,1,Turbat International Airport,AS,airport,25.983334,medium
WAF,69.53333,PK,1,Wana Airport,AS,airport,32.333332,small
PZH,69.5,PK,1,Zhob Airport,AS,airport,31.333332,medium
IQA,-68.53658,IQ,1,Al Asad Air Base,AS,airport,63.75175,medium
BMN,43.266666,IQ,1,Bamarni Airport,AS,airport,37.1,small
SDA,44.230137,IQ,1,Baghdad International Airport,AS,airport,33.26846,large
OSB,-92.68217,IQ,1,Mosul International Airport,AS,airport,38.11437,medium
EBL,43.963055,IQ,1,Erbil International Airport,AS,airport,36.2375,medium
KIK,44.283333,IQ,1,Kirkuk Air Base,AS,airport,35.516666,medium
BSR,47.79139,IQ,1,Basrah International Airport,AS,airport,30.555555,large
OSO,,IQ,1,Sulaymaniyah International Airport,AS,airport,,medium
ALP,37.227074,SY,1,Aleppo International Airport,AS,airport,36.185352,large
DAM,36.51249,SY,1,Damascus International Airport,AS,airport,33.41117,large
DEZ,40.186806,SY,1,Deir ez-Zor Airport,AS,airport,35.28755,medium
KAC,41.20556,SY,1,Kamishly Airport,AS,airport,37.031025,medium
LTK,35.943993,SY,1,Bassel Al-Assad International Airport,AS,airport,35.407352,large
PMS,38.25,SY,1,Palmyra Airport,AS,airport,34.6,medium
DOH,51.558067,QA,1,Doha International Airport,AS,airport,25.267569,large
IUD,,QA,1,Al Udeid Air Base,AS,airport,,medium
OTT,-58.581287,BR,1,Andre Maggi Airport,SA,airport,-9.902215,small
ADE,45.037537,YE,1,Aden International Airport,AS,airport,12.826116,medium
EAB,43.5,YE,1,Abbse Airport,AS,airport,14.583333,small
AXK,46.3,YE,1,Ataq Airport,AS,airport,13.866667,medium
BHN,45.733334,YE,1,Beihan Airport,AS,airport,14.783333,medium
AAY,52.173256,YE,1,Al Ghaidah International Airport,AS,airport,16.19596,medium
HOD,42.970478,YE,1,Hodeidah International Airport,AS,airport,14.755638,medium
MYN,45.333332,YE,1,Mareb Airport,AS,airport,15.483333,small
IHN,50.05,YE,1,Qishn Airport,AS,airport,15.05,small
RIY,49.373684,YE,1,Mukalla International Airport,AS,airport,14.666999,medium
SYE,43.61667,YE,1,Sadah Airport,AS,airport,16.866667,small
SAH,44.22511,YE,1,Sana'a International Airport,AS,airport,15.473598,medium
SCT,53.909245,YE,1,Socotra International Airport,AS,airport,12.627546,medium
GXF,48.787086,YE,1,Sayun International Airport,AS,airport,15.961794,medium
TAI,44.134346,YE,1,Ta'izz International Airport,AS,airport,13.685553,medium
ACU,-79.72444,PA,1,Achutupo Airport,NA,airport,9.576389,small
AIL,-78.083336,PA,1,Alligandi Airport,NA,airport,9.25,small
AML,-82.86667,PA,1,Puerto Armuelles Airport,NA,airport,8.266667,small
BFQ,-78.166664,PA,1,,NA,airport,7.583333,small
ELE,-77.833336,PA,1,EL Real Airport,NA,airport,8.166667,small
OTD,-79.566666,PA,1,Contadora Airport,NA,airport,8.666667,small
SAX,-78.083336,PA,1,Sambu Airport,NA,airport,8.033333,small
PNS,-87.19416,US,1,Pensacola Regional Airport,NA,airport,30.475943,medium
PTD,,US,1,Port Alexander Seaplane Base,NA,seaplanes,,
POU,-73.882774,US,1,Dutchess County Airport,NA,airport,41.628056,medium
PQI,-68.0475,US,1,Northern Maine Regional Airport at Presque Isle,NA,airport,46.685,medium
PRC,-112.424164,US,1,Ernest A. Love Field,NA,airport,34.65,medium
PSC,-119.1152,US,1,Tri Cities Airport,NA,airport,46.259094,medium
PSG,-132.9425,US,1,Petersburg James A Johnson Airport,NA,airport,56.80417,medium
PSM,-70.88272,US,1,Portsmouth International at Pease Airport,NA,airport,43.179585,medium
PSP,-116.508446,US,1,Palm Springs International Airport,NA,airport,33.822975,medium
PTH,-158.6375,US,1,Port Heiden Airport,NA,airport,56.95667,medium
PTU,-161.81694,US,1,Platinum Airport,NA,airport,59.01139,medium
PUB,-104.49611,US,1,Pueblo Memorial Airport,NA,airport,38.292778,small
PUW,-117.105,US,1,Pullman Moscow Regional Airport,NA,airport,46.74472,medium
PVD,-71.43632,US,1,Theodore Francis Green State Airport,NA,airport,41.72631,medium
PWM,-70.31031,US,1,Portland International Jetport Airport,NA,airport,43.64749,large
PWT,-122.763336,US,1,Bremerton National Airport,NA,airport,47.485,medium
RAP,-103.06118,US,1,Rapid City Regional Airport,NA,airport,44.037582,medium
RBY,-155.46083,US,1,Ruby Airport,NA,airport,64.73,medium
RDD,-122.29991,US,1,Redding Municipal Airport,NA,airport,40.505768,medium
RDG,-75.96389,US,1,Reading Regional Carl A Spaatz Field,NA,airport,40.378613,medium
RDM,-121.162895,US,1,Roberts Field,NA,airport,44.254272,medium
RDU,-78.79086,US,1,Raleigh Durham International Airport,NA,airport,35.873592,large
RFD,-89.222115,US,1,Chicago Rockford International Airport,NA,airport,42.30364,large
RHI,-89.46253,US,1,Rhinelander Oneida County Airport,NA,airport,45.625706,medium
RIC,-77.3225,US,1,Richmond International Airport,NA,airport,37.50611,large
RKC,-122.63333,US,1,Montague-Yreka Rohrer Field,NA,airport,41.733334,small
RKS,-109.065834,US,1,Rock Springs Sweetwater County Airport,NA,airport,41.59639,medium
RLA,-91.77805,US,1,Rolla Downtown Airport,NA,airport,38.127777,small
RNO,-119.775696,US,1,Reno Tahoe International Airport,NA,airport,39.505783,large
ROA,-79.97038,US,1,Roanoke Regional Woodrum Field,NA,airport,37.32051,large
ROC,-77.66543,US,1,Greater Rochester International Airport,NA,airport,43.127975,large
ROW,-104.53,US,1,Roswell International Air Center Airport,NA,airport,33.29972,medium
RQO,,US,1,El Reno Regional Airport,NA,airport,,small
RST,-92.48977,US,1,Rochester International Airport,NA,airport,43.910793,large
AGN,,US,1,Angoon Seaplane Base,NA,seaplanes,,
RSW,-81.75433,US,1,Southwest Florida International Airport,NA,airport,26.542835,large
RUT,-72.94833,US,1,Rutland - Southern Vermont Regional Airport,NA,airport,43.529446,medium
RWI,-77.89056,US,1,Rocky Mount Wilson Regional Airport,NA,airport,35.854443,medium
SAN,-117.19731,US,1,San Diego International Airport,NA,airport,32.731937,large
SAT,-98.47264,US,1,San Antonio International Airport,NA,airport,29.524937,large
SAV,-81.21059,US,1,Savannah Hilton Head International Airport,NA,airport,32.1358,large
HYG,,US,1,Hydaburg Seaplane Base,NA,seaplanes,,
SBA,-119.83648,US,1,Santa Barbara Municipal Airport,NA,airport,34.432835,medium
SBN,-86.31335,US,1,South Bend Regional Airport,NA,airport,41.700554,large
SBP,-120.640625,US,1,San Luis County Regional Airport,NA,airport,35.239113,medium
SBY,-75.517265,US,1,Salisbury Ocean City Wicomico Regional Airport,NA,airport,38.34312,medium
SCC,-148.46011,US,1,Deadhorse Airport,NA,airport,70.203636,medium
SCE,-77.84823,US,1,University Park Airport,NA,airport,40.85372,medium
SDF,-85.74179,US,1,Louisville International Standiford Field,NA,airport,38.186375,large
SDP,-160.51389,US,1,Sand Point Airport,NA,airport,55.316666,medium
SEA,-122.301735,US,1,Seattle Tacoma International Airport,NA,airport,47.44384,large
SFB,-81.2432,US,1,Orlando Sanford International Airport,NA,airport,28.775118,large
SFO,-122.38988,US,1,San Francisco International Airport,NA,airport,37.615215,large
SGF,-93.38226,US,1,Springfield Branson National Airport,NA,airport,37.24237,large
SGY,-135.31555,US,1,Skagway Airport,NA,airport,59.460556,small
SHD,-78.89667,US,1,Shenandoah Valley Regional Airport,NA,airport,38.26389,small
SHH,-166.05833,US,1,Shishmaref Airport,NA,airport,66.25694,medium
SHR,-106.97722,US,1,Sheridan County Airport,NA,airport,44.774166,medium
SHV,-93.828384,US,1,Shreveport Regional Airport,NA,airport,32.45471,large
SIT,-135.23334,US,1,Sitka Rocky Gutierrez Airport,NA,airport,57.04861,medium
SJC,-121.92638,US,1,Norman Y. Mineta San Jose International Airport,NA,airport,37.366737,large
SJT,-100.494446,US,1,San Angelo Regional Mathis Field,NA,airport,31.359722,medium
SLC,-111.980675,US,1,Salt Lake City International Airport,NA,airport,40.785645,large
SLK,-74.206665,US,1,Adirondack Regional Airport,NA,airport,44.38278,medium
SLN,-97.6525,US,1,Salina Municipal Airport,NA,airport,38.790833,medium
SMF,-121.5937,US,1,Sacramento International Airport,NA,airport,38.692284,large
SMX,-120.45778,US,1,Santa Maria Pub/Capt G Allan Hancock Field,NA,airport,34.905,medium
SNA,-117.860535,US,1,John Wayne Airport-Orange County Airport,NA,airport,33.680202,large
SNP,-170.21722,US,1,St Paul Island Airport,NA,airport,57.15222,medium
SPI,-89.67889,US,1,Abraham Lincoln Capital Airport,NA,airport,39.844166,large
SPS,-98.49194,US,1,Sheppard Air Force Base-Wichita Falls Municipal Airport,NA,airport,33.988335,large
SRQ,-82.55328,US,1,Sarasota Bradenton International Airport,NA,airport,27.38748,large
STC,-94.166664,US,1,St Cloud Regional Airport,NA,airport,45.55,medium
STL,-90.36587,US,1,Lambert St Louis International Airport,NA,airport,38.74228,large
STP,-93.066666,US,1,St Paul Downtown Holman Field,NA,airport,44.933334,medium
SUN,-114.30082,US,1,Friedman Memorial Airport,NA,airport,43.50647,medium
SUO,-121.5,US,1,Sunriver Airport,NA,airport,43.916668,small
SUX,-96.38417,US,1,Sioux Gateway Col. Bud Day Field,NA,airport,42.401943,large
SVA,-170.48679,US,1,Savoonga Airport,NA,airport,63.69093,medium
SVC,-108.15389,US,1,Grant County Airport,NA,airport,32.631943,small
SVW,-155.57222,US,1,Sparrevohn Lrrs Airport,NA,airport,61.0975,medium
SWD,-149.41806,US,1,Seward Airport,NA,airport,60.13333,medium
SWF,-74.10104,US,1,Stewart International Airport,NA,airport,41.49843,medium
SXQ,-151.03639,US,1,Soldotna Airport,NA,airport,60.475555,medium
SYA,174.08945,US,1,Eareckson Air Station,NA,airport,52.7175,medium
SYR,-76.11223,US,1,Syracuse Hancock International Airport,NA,airport,43.113983,large
SZN,-119.915,US,1,Santa Cruz Island Airport,NA,airport,34.060555,small
TBN,-92.14056,US,1,Waynesville-St. Robert Regional Forney field,NA,airport,37.74139,medium
TCL,-87.61083,US,1,Tuscaloosa Regional Airport,NA,airport,33.22111,medium
TKJ,-143,US,1,Tok Airport,NA,airport,63.3,small
TLH,-84.34444,US,1,Tallahassee Regional Airport,NA,airport,30.395782,large
TLJ,-155.96806,US,1,Tatalina LRRS Airport,NA,airport,62.885277,medium
TOG,-160.38222,US,1,Togiak Airport,NA,airport,59.056667,medium
TOL,-83.8069,US,1,Toledo Express Airport,NA,airport,41.5925,large
TPA,-82.535416,US,1,Tampa International Airport,NA,airport,27.97987,large
TPL,-97.409164,US,1,Draughon Miller Central Texas Regional Airport,NA,airport,31.150278,medium
TRI,-82.40785,US,1,Tri Cities Regional Tn Va Airport,NA,airport,36.48111,large
TTN,-74.8125,US,1,Trenton Mercer Airport,NA,airport,40.278057,medium
TUL,-95.8901,US,1,Tulsa International Airport,NA,airport,36.189808,large
TUP,-88.76722,US,1,Tupelo Regional Airport,NA,airport,34.25889,medium
TUS,-110.93737,US,1,Tucson International Airport,NA,airport,32.12069,large
TVC,-85.58035,US,1,Cherry Capital Airport,NA,airport,44.744083,medium
TVL,-119.994446,US,1,Lake Tahoe Airport,NA,airport,38.89417,medium
TWF,-114.486664,US,1,Joslin Field Magic Valley Regional Airport,NA,airport,42.481945,medium
TXK,-93.98917,US,1,Texarkana Regional Webb Field,NA,airport,33.45639,medium
TYR,-95.41012,US,1,Tyler Pounds Regional Airport,NA,airport,32.351597,medium
CIS,-171.66667,KI,1,Canton Airport,OC,airport,-2.833333,medium
PCQ,101.90583,LA,1,Bounneau Airport,AS,airport,21.645832,small
MFT,-72.566666,PE,1,Machu Pichu Airport,SA,airport,-13.116667,small
TYS,-83.98973,US,1,McGhee Tyson Airport,NA,airport,35.80565,large
UGB,-157.74422,US,1,Ugashik Bay Airport,NA,airport,57.42529,small
UIN,-91.19722,US,1,Quincy Regional Baldwin Field,NA,airport,39.944168,medium
AKG,142.01666,PG,1,Anguganak Airport,OC,airport,-3.633333,small
AWB,142.75,PG,1,Awaba Airport,OC,airport,-8.016667,small
BAA,151.03334,PG,1,Bialla Airport,OC,airport,-5.316667,small
CVB,144.7,PG,1,Chungribu Airport,OC,airport,-4.8,small
GMI,150.33333,PG,1,Gasmata Island Airport,OC,airport,-6.3,small
GVI,141.15,PG,1,Green River Airport,OC,airport,-3.966667,small
HYF,143.05,PG,1,Hayfields Airport,OC,airport,-3.633333,small
IHU,145.38333,PG,1,Ihu Airport,OC,airport,-7.9,small
IIS,154.34166,PG,1,Nissan Island Airport,OC,airport,-4.333333,small
JAQ,151.51666,PG,1,Jacquinot Bay Airport,OC,airport,-5.6,small
KDR,25.333332,PG,1,Kandrian Airport,OC,airport,41.61667,small
KKD,147.73122,PG,1,Kokoda Airport,OC,airport,-8.886153,small
KUY,143.12389,PG,1,Kamusi Airport,OC,airport,-7.4275,small
KWO,142.81667,PG,1,Kawito Airport,OC,airport,-7.983333,small
KXR,154.58333,PG,1,Karoola Airport,OC,airport,-5.15,small
LMI,142.03334,PG,1,Lumi Airport,OC,airport,-3.483333,small
LMY,141.36667,PG,1,Lake Murray Airport,OC,airport,-6.833333,small
OBX,141.31667,PG,1,Obo Airport,OC,airport,-7.583333,small
OPU,142.93333,PG,1,Balimo Airport,OC,airport,-8.033333,medium
SKC,141.8,PG,1,Suki Airport,OC,airport,-8.083333,small
TFI,149.33333,PG,1,Tufi Airport,OC,airport,-9.05,small
TFM,141.63333,PG,1,Telefomin Airport,OC,airport,-5.183333,small
TLO,152.03334,PG,1,Tol Airport,OC,airport,-4.983333,small
UKU,142.46666,PG,1,Nuku Airport,OC,airport,-3.683333,small
ULE,151.26666,PG,1,Sule Airport,OC,airport,-4.933333,small
VMU,144.8,PG,1,Baimuru Airport,OC,airport,-7.5,medium
WPM,143.03334,PG,1,Wipim Airport,OC,airport,-8.816667,small
ROP,145.24408,MP,1,Rota International Airport,OC,airport,14.171568,medium
SPN,145.72325,MP,1,Francisco C. Ada Saipan International Airport,OC,airport,15.122178,medium
UAM,144.92953,GU,1,Andersen Air Force Base,OC,airport,13.580373,medium
GUM,144.80486,GU,1,Antonio B. Won Pat International Airport,OC,airport,13.492787,large
TIQ,145.62634,MP,1,Tinian International Airport,OC,airport,14.994319,medium
ENI,119.41278,PH,1,El Nido Airport,AS,airport,11.205556,small
UPP,-155.8625,US,1,Upolu Airport,NA,airport,20.268057,medium
UTO,-153.70166,US,1,Indian Mountain Lrrs Airport,NA,airport,65.99333,medium
PHG,6.833333,NG,1,Port Harcourt City Airport,AF,airport,5.033333,small
VAK,-165.59027,US,1,Chevak Airport,NA,airport,61.52861,small
VCT,-96.914444,US,1,Victoria Regional Airport,NA,airport,28.85111,medium
VDZ,-146.23889,US,1,Valdez Pioneer Field,NA,airport,61.1325,medium
VLD,-83.27722,US,1,Valdosta Regional Airport,NA,airport,30.78389,medium
VPS,-86.54946,US,1,Eglin Air Force Base,NA,airport,30.495913,large
VRB,-80.41361,US,1,Vero Beach Municipal Airport,NA,airport,27.6525,medium
VSK,,US,1,Vista Field,NA,airport,,small
WKK,-158.61111,US,1,Aleknagik / New Airport,NA,airport,59.27778,medium
WNA,-162.11667,US,1,Napakiak Airport,NA,airport,60.7,small
WRG,-132.36667,US,1,Wrangell Airport,NA,airport,56.484444,medium
WRI,-74.65017,US,1,Mc Guire Air Force Base,NA,airport,40.155308,medium
WRL,-107.95306,US,1,Worland Municipal Airport,NA,airport,43.9675,medium
WSG,-80.25,US,1,Washington County Airport,NA,airport,40.166668,small
WTK,-162.98416,US,1,Noatak Airport,NA,airport,67.56306,medium
JON,-169.53334,UM,1,Johnston Atoll Airport,OC,airport,16.733334,medium
BHC,73.433334,PK,1,Bhurban Heliport,AS,airport,33.925,small
CWP,72.433334,PK,1,Campbellpore Airport,AS,airport,33.766666,small
GRT,74.03333,PK,1,Gujrat Airport,AS,airport,32.666668,small
HRA,73.2,PK,1,Mansehra Airport,AS,airport,34.333332,small
KCF,69.15,PK,1,Kadanwari Airport,AS,airport,27.2,small
REQ,-73.86667,PK,1,Reko Diq Airport,AS,airport,-5.064947,small
RZS,68.86667,PK,1,Sawan Airport,AS,airport,26.966667,small
SWV,159.23,PK,1,Shikapur Airport,AS,airport,61.921665,small
ENT,162.25,MH,1,Eniwetok Airport,OC,airport,11.5,small
MAJ,171.2825,MH,1,Marshall Islands International Airport,OC,airport,7.068717,medium
KIA,146.25,GY,1,Kaieteur International Airport,SA,airport,-6.266667,medium
KWA,167.72195,MH,1,Bucholz Army Air Field,OC,airport,8.720843,medium
CXI,-157.45,KI,1,Cassidy International Airport,OC,airport,1.966667,medium
TNV,-159.35,KI,1,Tabuaeran Island Airport,OC,airport,3.833333,small
MDY,-177.38333,UM,1,Henderson Field,OC,airport,28.2,medium
YIP,-83.53333,US,1,Willow Run Airport,NA,airport,42.233334,medium
PQD,,LK,1,Passikudah Helipad,AS,heliport,,
DDP,-66.15,PR,1,Dorado Beach Airport,NA,airport,18.483334,small
HUC,-65.80111,PR,1,Humacao Airport,NA,airport,18.14,small
PPD,-65.833336,PR,1,Palmas del Mar Airstrip,NA,airport,18.15,small
TKK,151.84201,FM,1,Chuuk International Airport,OC,airport,7.457446,medium
PNI,158.20334,FM,1,Pohnpei International Airport,OC,airport,6.980947,medium
ROR,134.5329,PW,1,Babelthuap Airport,OC,airport,7.364122,medium
KSA,162.9566,FM,1,Kosrae International Airport,OC,airport,5.352478,medium
YAP,138.08673,FM,1,Yap International Airport,OC,airport,9.497715,medium
AWK,166.63333,UM,1,Wake Island Airfield,OC,airport,19.283333,medium
BFA,-58.170277,PY,1,,SA,airport,-20.232779,small
OLK,-57.883057,PY,1,Fuerte Olimpo Airport,SA,airport,-21.996944,small
PBT,-58.026943,PY,1,Puerto Leda Airport,SA,airport,-20.616667,small
PCJ,-57.92861,PY,1,Puerto La Victoria Airport,SA,airport,-22.268888,small
KIO,169.2,MH,1,Kili Airport,OC,airport,5.65,small
QFX,,GL,1,Igaliku Heliport,NA,heliport,,
RAW,155.58333,PG,1,Arawa Airport,OC,airport,-6.25,small
KNH,118.366615,TW,1,Kinmen Airport,AS,airport,24.432386,large
LZN,119.958336,TW,1,Matsu Nangan Airport,AS,airport,26.159445,medium
TTT,121.1,TW,1,Taitung Airport,AS,airport,22.75,medium
GNI,121.46667,TW,1,Lyudao Airport,AS,airport,23.1,small
KHH,120.345276,TW,1,Kaohsiung International Airport,AS,airport,22.5725,large
CYI,120.38333,TW,1,Chiayi Airport,AS,airport,23.466667,medium
HCN,120.833336,TW,1,Hengchun Airport,AS,airport,21.933332,medium
TXG,120.64611,TW,1,Taichung Airport,AS,airport,24.15,small
KYD,121.5,TW,1,Lanyu Airport,AS,airport,22.083332,medium
RMQ,120.605576,TW,1,Taichung Ching Chuang Kang Airport,AS,airport,24.255674,medium
MFK,119.916664,TW,1,Matsu Beigan Airport,AS,airport,26.166668,medium
TNN,120.21571,TW,1,Tainan Airport,AS,airport,22.948706,medium
MZG,119.618614,TW,1,Makung Airport,AS,airport,23.569166,medium
PIF,120.490234,TW,1,Pingtung North Airport,AS,airport,22.705004,medium
TSA,121.551926,TW,1,Taipei Songshan Airport,AS,airport,25.06279,medium
TPE,121.22389,TW,1,Taiwan Taoyuan International Airport,AS,airport,25.07639,large
WOT,119.5,TW,1,Wang-an Airport,AS,airport,23.416668,small
HUN,121.613434,TW,1,Hualien Airport,AS,airport,24.025764,medium
NRT,140.38744,JP,1,Narita International Airport,AS,airport,35.773212,large
MMJ,137.96666,JP,1,Matsumoto Airport,AS,airport,36.233334,medium
IBR,140.41472,JP,1,Hyakuri Airport,AS,airport,36.181667,medium
MUS,,JP,1,Minami Torishima Airport,AS,airport,,small
IWO,141.31667,JP,1,Iwo Jima Airport,AS,airport,24.783333,medium
KIX,135.24397,JP,1,Kansai International Airport,AS,airport,34.43533,large
SHM,135.35806,JP,1,Nanki Shirahama Airport,AS,airport,33.66139,medium
UKB,135.2284,JP,1,Kobe Airport,AS,airport,34.6373,medium
HIW,132.41638,JP,1,Hiroshimanishi Airport,AS,airport,34.36361,medium
TJH,134.78767,JP,1,Tajima Airport,AS,airport,35.51366,medium
OBO,143.21243,JP,1,Tokachi-Obihiro Airport,AS,airport,42.732002,medium
CTS,141.68134,JP,1,New Chitose Airport,AS,airport,42.78728,large
HKD,140.81581,JP,1,Hakodate Airport,AS,airport,41.776127,medium
KUH,144.19682,JP,1,Kushiro Airport,AS,airport,43.04565,medium
MMB,144.16722,JP,1,Memanbetsu Airport,AS,airport,43.9,medium
SHB,144.95613,JP,1,Nakashibetsu Airport,AS,airport,43.572197,medium
OKD,141.382,JP,1,Okadama Airport,AS,airport,43.110374,medium
RBJ,141.03334,JP,1,Rebun Airport Airport,AS,airport,45.38333,small
WKJ,141.7974,JP,1,Wakkanai Airport,AS,airport,45.39943,medium
IKI,129.78833,JP,1,Iki Airport,AS,airport,33.745556,medium
UBJ,131.27489,JP,1,Yamaguchi Ube Airport,AS,airport,33.933395,medium
TSJ,129.32637,JP,1,Tsushima Airport,AS,airport,34.28615,medium
MBE,143.38333,JP,1,Monbetsu Airport,AS,airport,44.266666,medium
AKJ,142.45454,JP,1,Asahikawa Airport,AS,airport,43.67109,medium
OIR,139.51666,JP,1,Okushiri Airport,AS,airport,42.166668,medium
RIS,141.25,JP,1,Rishiri Airport,AS,airport,45.183334,medium
KUM,130.65916,JP,1,Yakushima Airport,AS,airport,30.385555,medium
FUJ,128.83762,JP,1,Fukue Airport,AS,airport,32.667828,medium
FUK,130.4439,JP,1,Fukuoka Airport,AS,airport,33.584286,large
TNE,130.9929,JP,1,New Tanegashima Airport,AS,airport,30.604837,medium
KOJ,130.71562,JP,1,Kagoshima Airport,AS,airport,31.801224,large
KMI,131.44147,JP,1,Miyazaki Airport,AS,airport,31.872498,medium
